,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
765,ITA,Europe,Italy,2022-02-06,11542793.0,93192.0,103059.714,148542.0,375.0,375.429,195516.383,1578.523,1745.666,2516.063,6.352,6.359,0.73,1431.0,24.239,19929.0,337.565,741.0,12.551,8622.0,146.043,176176489.0,686544.0,2973.928,11.589,860439.0,14.525,0.1156,8.7,tests performed,130527608.0,50429191.0,46482333.0,35123597.0,190736.0,364137.0,221.09,85.42,78.73,59.49,6168.0,30646.0,0.052,52.07,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,176219.19,12.85,13.98,2984.87
766,ITA,Europe,Italy,2022-02-07,11621736.0,78943.0,99464.429,148771.0,229.0,374.571,196853.551,1337.168,1684.768,2519.942,3.879,6.345,0.72,1423.0,24.103,20098.0,340.428,699.0,11.84,8352.0,141.469,176570152.0,393663.0,2980.573,6.645,848346.0,14.32,0.1145,8.7,tests performed,130811672.0,50449988.0,46545629.0,35323596.0,284064.0,340244.0,221.57,85.45,78.84,59.83,5763.0,28373.0,0.048,52.03,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
767,ITA,Europe,Italy,2022-02-08,11663338.0,41602.0,97174.571,149097.0,326.0,371.286,197558.222,704.671,1645.981,2525.464,5.522,6.289,0.71,1376.0,23.307,19713.0,333.907,691.0,11.704,8120.0,137.54,177569247.0,999095.0,2997.439,16.865,812933.0,13.723,0.1141,8.8,tests performed,131084695.0,50471799.0,46610723.0,35509792.0,273023.0,318532.0,222.04,85.49,78.95,60.15,5395.0,26689.0,0.045,52.0,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
768,ITA,Europe,Italy,2022-02-09,11765767.0,102429.0,92763.571,149512.0,415.0,369.571,199293.205,1734.983,1571.266,2532.493,7.029,6.26,0.7,1350.0,22.867,19282.0,326.606,677.0,11.467,7840.0,132.797,178300531.0,731284.0,3009.783,12.344,779614.0,13.16,0.1121,8.9,tests performed,131327699.0,50491389.0,46667760.0,35676195.0,243004.0,297844.0,222.45,85.52,79.05,60.43,5045.0,25194.0,0.043,51.97,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
769,ITA,Europe,Italy,2022-02-10,11847436.0,81669.0,87384.429,149896.0,384.0,368.0,200676.547,1383.342,1480.152,2538.998,6.504,6.233,0.69,1322.0,22.393,18676.0,316.341,665.0,11.264,7592.0,128.596,178984246.0,683715.0,3021.324,11.541,746525.0,12.602,0.11,9.1,tests performed,131566118.0,50509609.0,46724668.0,35839528.0,238419.0,280371.0,222.85,85.56,79.14,60.71,4749.0,23741.0,0.04,51.94,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
770,ITA,Europe,Italy,2022-02-11,11923631.0,76195.0,82132.857,150221.0,325.0,355.286,201967.168,1290.621,1391.199,2544.503,5.505,6.018,0.69,1265.0,21.427,18089.0,306.399,651.0,11.027,7318.0,123.955,179648032.0,663786.0,3032.529,11.205,714938.0,12.068,0.1082,9.2,tests performed,131807586.0,50528017.0,46785239.0,36002061.0,241468.0,262346.0,223.26,85.59,79.25,60.98,4444.0,22217.0,0.038,47.5,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
771,ITA,Europe,Italy,2022-02-12,11991109.0,67478.0,77358.286,150555.0,334.0,341.143,203110.137,1142.969,1310.325,2550.16,5.657,5.778,0.69,1223.0,20.716,17533.0,296.981,615.0,10.417,7162.0,121.313,180235677.0,587645.0,3042.449,9.92,677962.0,11.444,0.1076,9.3,tests performed,132050688.0,50548753.0,46855404.0,36154299.0,243102.0,244831.0,223.67,85.62,79.37,61.24,4147.0,20031.0,0.034,47.46,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
772,ITA,Europe,Italy,2022-02-13,12053330.0,62221.0,72933.857,150824.0,269.0,326.0,204164.06,1053.924,1235.382,2554.716,4.556,5.522,0.69,1190.0,20.157,17250.0,292.187,576.0,9.757,6949.0,117.705,180698558.0,462881.0,3050.263,7.814,646010.0,10.905,0.107,9.3,tests performed,132170173.0,50558843.0,46895914.0,36223205.0,119485.0,234652.0,223.88,85.64,79.43,61.36,3975.0,18522.0,0.031,47.43,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,177489.48,12.81,8.88,3006.387
773,ITA,Europe,Italy,2022-02-14,12105675.0,52345.0,69134.143,151015.0,191.0,320.571,205050.701,886.64,1171.021,2557.952,3.235,5.43,0.7,1173.0,19.869,17223.0,291.73,569.0,9.638,6748.0,114.3,180982449.0,283891.0,3055.055,4.792,630328.0,10.64,0.1068,9.4,tests performed,132342912.0,50569865.0,46941410.0,36339438.0,172739.0,218749.0,224.17,85.66,79.51,61.55,3705.0,17125.0,0.029,47.4,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
774,ITA,Europe,Italy,2022-02-15,12134451.0,28776.0,67301.857,151296.0,281.0,314.143,205538.12,487.419,1139.985,2562.711,4.76,5.321,0.7,1119.0,18.954,16721.0,283.227,557.0,9.435,6497.0,110.049,181678193.0,695744.0,3066.799,11.744,586992.0,9.909,0.107,9.3,tests performed,132526378.0,50582755.0,46988495.0,36462963.0,183466.0,205955.0,224.48,85.68,79.59,61.76,3489.0,15851.0,0.027,47.37,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
775,ITA,Europe,Italy,2022-02-16,12205474.0,71023.0,62815.286,151684.0,388.0,310.286,206741.136,1203.016,1063.99,2569.283,6.572,5.256,0.71,1073.0,18.175,16200.0,274.402,542.0,9.181,6172.0,104.544,182233273.0,555080.0,3076.169,9.37,561820.0,9.484,0.1063,9.4,tests performed,132687717.0,50593389.0,47033050.0,36569136.0,161339.0,194288.0,224.75,85.7,79.67,61.94,3291.0,14571.0,0.025,47.35,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
776,ITA,Europe,Italy,2022-02-17,12265343.0,59869.0,59701.0,151962.0,278.0,295.143,207755.22,1014.085,1011.239,2573.992,4.709,4.999,0.72,1037.0,17.565,15599.0,264.222,530.0,8.977,5958.0,100.919,182771404.0,538131.0,3085.253,9.084,541023.0,9.133,0.1056,9.5,tests performed,132837160.0,50602845.0,47074871.0,36667320.0,149443.0,181577.0,225.0,85.71,79.74,62.11,3076.0,13319.0,0.023,47.32,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
777,ITA,Europe,Italy,2022-02-18,12323398.0,58055.0,57109.571,152282.0,320.0,294.429,208738.579,983.359,967.344,2579.413,5.42,4.987,0.73,987.0,16.718,14935.0,252.975,482.0,8.164,5799.0,98.226,183281687.0,510283.0,3093.867,8.614,519094.0,8.763,0.1062,9.4,tests performed,133005447.0,50613163.0,47120239.0,36779949.0,168287.0,171123.0,225.29,85.73,79.81,62.3,2899.0,12164.0,0.021,47.29,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
778,ITA,Europe,Italy,2022-02-19,12377098.0,53700.0,55141.286,152596.0,314.0,291.571,209648.171,909.592,934.005,2584.731,5.319,4.939,0.74,953.0,16.142,14340.0,242.897,490.0,8.3,5629.0,95.346,183773732.0,492045.0,3102.173,8.306,505436.0,8.532,0.1058,9.4,tests performed,133167772.0,50623845.0,47171497.0,36880345.0,162325.0,159583.0,225.56,85.75,79.9,62.47,2703.0,10727.0,0.018,47.26,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
779,ITA,Europe,Italy,2022-02-20,12427773.0,50675.0,53491.857,152848.0,252.0,289.143,210506.524,858.353,906.066,2589.0,4.268,4.898,0.75,934.0,15.82,14218.0,240.83,476.0,8.063,5511.0,93.347,184146508.0,372776.0,3108.465,6.293,492564.0,8.315,0.1057,9.5,tests performed,133243303.0,50628146.0,47202323.0,36920752.0,75531.0,153304.0,225.69,85.76,79.95,62.54,2597.0,9900.0,0.017,47.24,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,178007.39,12.72,3.66,3015.1594
780,ITA,Europe,Italy,2022-02-21,12469975.0,42202.0,52042.857,152989.0,141.0,282.0,211221.358,714.834,881.522,2591.388,2.388,4.777,0.75,928.0,15.719,14303.0,242.27,468.0,7.927,5352.0,90.654,184378274.0,231766.0,3112.378,3.912,485118.0,8.189,0.106,9.4,tests performed,133376733.0,50634905.0,47239307.0,37010450.0,133430.0,147689.0,225.92,85.77,80.02,62.69,2502.0,9291.0,0.016,47.22,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
781,ITA,Europe,Italy,2022-02-22,12494459.0,24484.0,51429.714,153190.0,201.0,270.571,211636.078,414.72,871.137,2594.793,3.405,4.583,0.75,896.0,15.177,13972.0,236.663,463.0,7.842,5186.0,87.843,184981913.0,603639.0,3122.567,10.19,471960.0,7.967,0.1057,9.5,tests performed,133503843.0,50641909.0,47275612.0,37094291.0,127110.0,139638.0,226.13,85.78,80.08,62.83,2365.0,8451.0,0.014,47.19,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
782,ITA,Europe,Italy,2022-02-23,12554596.0,60137.0,49874.571,153512.0,322.0,261.143,212654.702,1018.624,844.795,2600.247,5.454,4.423,0.75,886.0,15.007,13413.0,227.195,469.0,7.944,5109.0,86.538,185461360.0,479447.0,3130.66,8.093,461155.0,7.784,0.1048,9.5,tests performed,133622468.0,50648490.0,47308151.0,37173807.0,118625.0,133536.0,226.34,85.79,80.13,62.97,2262.0,7872.0,0.013,47.17,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
783,ITA,Europe,Italy,2022-02-24,12603758.0,49162.0,48345.0,153764.0,252.0,257.429,213487.427,832.725,818.887,2604.515,4.268,4.36,0.75,839.0,14.211,12964.0,219.589,454.0,7.69,4921.0,83.354,185945890.0,484530.0,3138.84,8.179,453498.0,7.655,0.1033,9.7,tests performed,133739036.0,50654997.0,47339907.0,37252121.0,116568.0,128839.0,226.53,85.8,80.19,63.1,2182.0,7450.0,0.013,47.16,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
784,ITA,Europe,Italy,2022-02-25,12651251.0,47493.0,46836.143,154013.0,249.0,247.286,214291.882,804.455,793.329,2608.733,4.218,4.189,0.76,799.0,13.534,12505.0,211.815,460.0,7.792,4747.0,80.407,186386005.0,440115.0,3146.269,7.429,443474.0,7.486,0.1019,9.8,tests performed,133869881.0,50661004.0,47373846.0,37343027.0,130845.0,123491.0,226.75,85.81,80.24,63.25,2092.0,6834.0,0.012,47.13,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
785,ITA,Europe,Italy,2022-02-26,12693320.0,42069.0,45174.571,154206.0,193.0,230.0,215004.464,712.581,765.185,2612.002,3.269,3.896,0.76,763.0,12.924,11866.0,200.991,428.0,7.25,4564.0,77.307,186820082.0,434077.0,3153.596,7.327,435193.0,7.346,0.1001,10.0,tests performed,134003522.0,50667065.0,47412062.0,37432402.0,133641.0,119393.0,226.98,85.82,80.31,63.4,2022.0,6174.0,0.01,47.11,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
786,ITA,Europe,Italy,2022-02-27,12732680.0,39360.0,43558.143,154416.0,210.0,224.0,215671.159,666.695,737.805,2615.559,3.557,3.794,0.77,733.0,12.416,11601.0,196.502,402.0,6.809,4406.0,74.631,187137866.0,317784.0,3158.961,5.364,427337.0,7.214,0.0985,10.2,tests performed,134064102.0,50669565.0,47434197.0,37468354.0,60580.0,117257.0,227.08,85.83,80.35,63.47,1986.0,5917.0,0.01,47.1,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,178015.3,12.6,0.06,3015.2935
787,ITA,Europe,Italy,2022-02-28,12764558.0,31878.0,42083.286,154560.0,144.0,224.429,216211.121,539.962,712.823,2617.998,2.439,3.801,0.79,714.0,12.094,11565.0,195.893,386.0,6.538,4210.0,71.311,187336379.0,198513.0,3162.312,3.351,422586.0,7.133,0.0975,10.3,tests performed,134179328.0,50675091.0,47461897.0,37550357.0,115226.0,114656.0,227.28,85.84,80.39,63.6,1942.0,5741.0,0.01,46.57,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
788,ITA,Europe,Italy,2022-03-01,12782836.0,18278.0,41196.714,154767.0,207.0,225.286,216520.721,309.6,697.806,2621.505,3.506,3.816,0.8,708.0,11.992,11164.0,189.1,378.0,6.403,4141.0,70.142,187867237.0,530858.0,3171.273,8.961,412189.0,6.958,0.0954,10.5,tests performed,134264249.0,50681387.0,47483920.0,37606959.0,84921.0,108629.0,227.42,85.85,80.43,63.7,1840.0,5640.0,0.01,43.78,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
789,ITA,Europe,Italy,2022-03-02,12829972.0,47136.0,39339.429,155000.0,233.0,212.571,217319.129,798.408,666.347,2625.451,3.947,3.601,0.82,681.0,11.535,10635.0,180.14,337.0,5.708,4035.0,68.346,188282525.0,415288.0,3178.283,7.01,403024.0,6.803,0.0936,10.7,tests performed,134343964.0,50686550.0,47505198.0,37660237.0,79715.0,103071.0,227.56,85.85,80.47,63.79,1746.0,5437.0,0.009,43.78,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
790,ITA,Europe,Italy,2022-03-03,12867918.0,37946.0,37737.143,155214.0,214.0,207.143,217961.873,642.744,639.207,2629.076,3.625,3.509,0.86,654.0,11.078,10253.0,173.669,333.0,5.64,4062.0,68.804,188713837.0,431312.0,3185.564,7.281,395421.0,6.675,0.0937,10.7,tests performed,134429901.0,50692455.0,47527135.0,37718334.0,85937.0,98695.0,227.7,85.86,80.5,63.89,1672.0,5351.0,0.009,43.77,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
791,ITA,Europe,Italy,2022-03-04,12910506.0,42588.0,37036.429,155399.0,185.0,198.0,218683.246,721.372,627.338,2632.21,3.134,3.354,0.9,625.0,10.586,9922.0,168.063,306.0,5.183,4040.0,68.431,189102673.0,388836.0,3192.127,6.564,388095.0,6.551,0.0941,10.6,tests performed,134523387.0,50697566.0,47549685.0,37784162.0,93486.0,93358.0,227.86,85.87,80.54,64.0,1581.0,5223.0,0.009,43.76,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
792,ITA,Europe,Italy,2022-03-05,12948859.0,38353.0,36505.571,155609.0,210.0,200.429,219332.884,649.638,618.346,2635.767,3.557,3.395,0.95,609.0,10.315,9583.0,162.321,321.0,5.437,4027.0,68.211,189484157.0,381484.0,3198.567,6.44,380582.0,6.424,0.0967,10.3,tests performed,134612130.0,50702766.0,47572770.0,37844623.0,88743.0,86944.0,228.01,85.88,80.58,64.1,1473.0,5100.0,0.009,43.75,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
793,ITA,Europe,Italy,2022-03-06,12990223.0,41364.0,36791.857,155782.0,173.0,195.143,220033.524,700.64,623.195,2638.697,2.93,3.305,0.99,603.0,10.214,9431.0,159.746,332.0,5.624,4068.0,68.905,189780403.0,296246.0,3203.568,5.001,377505.0,6.372,0.099,10.1,tests performed,134641489.0,50704472.0,47581996.0,37863055.0,29359.0,82484.0,228.06,85.89,80.6,64.13,1397.0,4987.0,0.008,43.74,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,178133.8,12.48,0.86,3017.3005
794,ITA,Europe,Italy,2022-03-07,13026112.0,35889.0,37364.857,155887.0,105.0,189.571,220641.426,607.902,632.901,2640.476,1.779,3.211,1.03,610.0,10.332,9599.0,162.592,328.0,5.556,4050.0,68.6,189968677.0,188274.0,3206.746,3.178,376043.0,6.348,0.101,9.9,tests performed,134715585.0,50708362.0,47597438.0,37917821.0,74096.0,76608.0,228.19,85.89,80.62,64.23,1298.0,4753.0,0.008,43.74,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
795,ITA,Europe,Italy,2022-03-08,13048774.0,22662.0,37991.143,156017.0,130.0,178.571,221025.284,383.858,643.509,2642.678,2.202,3.025,1.07,592.0,10.028,9368.0,158.679,304.0,5.149,4022.0,68.126,190499871.0,531194.0,3215.713,8.967,376091.0,6.349,0.1062,9.4,tests performed,134786566.0,50712427.0,47612409.0,37969770.0,70981.0,74617.0,228.31,85.9,80.65,64.31,1264.0,4434.0,0.008,43.73,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
796,ITA,Europe,Italy,2022-03-09,13109527.0,60753.0,39936.429,156201.0,184.0,171.571,222054.342,1029.058,676.459,2645.794,3.117,2.906,1.11,563.0,9.536,9138.0,154.783,307.0,5.2,4017.0,68.042,190933832.0,433961.0,3223.038,7.325,378758.0,6.394,0.1099,9.1,tests performed,134852997.0,50715989.0,47625809.0,38019240.0,66431.0,72719.0,228.42,85.9,80.67,64.4,1232.0,4206.0,0.007,43.72,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
797,ITA,Europe,Italy,2022-03-10,13159342.0,49815.0,41632.0,156357.0,156.0,163.286,222898.128,843.786,705.179,2648.437,2.642,2.766,1.13,545.0,9.231,8959.0,151.751,303.0,5.132,3958.0,67.042,191387173.0,453341.0,3230.691,7.653,381905.0,6.447,0.1137,8.8,tests performed,134925947.0,50720072.0,47639390.0,38074526.0,72950.0,70864.0,228.54,85.91,80.69,64.49,1200.0,3945.0,0.007,43.72,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
798,ITA,Europe,Italy,2022-03-11,13214498.0,55156.0,43427.429,156493.0,136.0,156.286,223832.382,934.254,735.591,2650.74,2.304,2.647,1.16,527.0,8.927,8801.0,149.075,307.0,5.2,4015.0,68.008,191812811.0,425638.0,3237.875,7.185,387163.0,6.535,0.1179,8.5,tests performed,135005592.0,50724311.0,47654412.0,38134922.0,79645.0,68886.0,228.68,85.92,80.72,64.59,1167.0,3821.0,0.006,43.71,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
799,ITA,Europe,Italy,2022-03-12,13268459.0,53961.0,45657.143,156649.0,156.0,148.571,224746.395,914.013,773.359,2653.383,2.642,2.517,1.19,513.0,8.689,8747.0,148.16,288.0,4.878,4080.0,69.109,192230588.0,417777.0,3244.928,7.052,392347.0,6.623,0.1212,8.2,tests performed,135083580.0,50728415.0,47669306.0,38193912.0,77988.0,67350.0,228.81,85.93,80.74,64.69,1141.0,3664.0,0.006,43.71,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
800,ITA,Europe,Italy,2022-03-13,13323128.0,54669.0,47557.857,156782.0,133.0,142.857,225672.4,926.005,805.554,2655.635,2.253,2.42,1.22,516.0,8.74,8756.0,148.313,292.0,4.946,4172.0,70.667,192560616.0,330028.0,3250.499,5.571,397173.0,6.704,0.1248,8.0,tests performed,135107800.0,50729797.0,47674666.0,38211390.0,24220.0,66616.0,228.85,85.93,80.75,64.72,1128.0,3618.0,0.006,43.71,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,178704.89,12.4,4.22,3026.9739
801,ITA,Europe,Italy,2022-03-14,13373207.0,50079.0,49585.0,156868.0,86.0,140.143,226520.658,848.258,839.89,2657.092,1.457,2.374,1.25,518.0,8.774,8986.0,152.208,289.0,4.895,4251.0,72.005,192765493.0,204877.0,3253.957,3.458,399545.0,6.744,0.1266,7.9,tests performed,135170224.0,50733215.0,47684827.0,38260236.0,62424.0,64948.0,228.96,85.93,80.77,64.81,1100.0,3550.0,0.006,43.7,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
802,ITA,Europe,Italy,2022-03-15,13402905.0,29698.0,50590.143,156997.0,129.0,140.0,227023.694,503.036,856.916,2659.277,2.185,2.371,1.28,502.0,8.503,8975.0,152.022,290.0,4.912,4412.0,74.732,193352508.0,587015.0,3263.866,9.909,407520.0,6.879,0.1331,7.5,tests performed,135233696.0,50736751.0,47694985.0,38310018.0,63472.0,63876.0,229.06,85.94,80.79,64.89,1082.0,3475.0,0.006,43.69,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
803,ITA,Europe,Italy,2022-03-16,13489319.0,86414.0,54256.0,157177.0,180.0,139.429,228487.409,1463.714,919.01,2662.326,3.049,2.362,1.29,477.0,8.08,8887.0,150.532,278.0,4.709,4573.0,77.459,193843219.0,490711.0,3272.15,8.283,415627.0,7.016,0.1389,7.2,tests performed,135290513.0,50740044.0,47704155.0,38354372.0,56817.0,62502.0,229.16,85.95,80.8,64.97,1059.0,3436.0,0.006,43.69,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
804,ITA,Europe,Italy,2022-03-17,13563466.0,74147.0,57732.0,157314.0,137.0,136.714,229743.34,1255.931,977.887,2664.647,2.321,2.316,1.28,473.0,8.012,8870.0,150.244,281.0,4.76,4756.0,80.559,194373101.0,529882.0,3281.094,8.945,426561.0,7.201,0.1445,6.9,tests performed,135350629.0,50743462.0,47713551.0,38401674.0,60116.0,60669.0,229.26,85.95,80.82,65.05,1028.0,3341.0,0.006,43.69,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
805,ITA,Europe,Italy,2022-03-18,13645834.0,82368.0,61619.429,157442.0,128.0,135.571,231138.522,1395.182,1043.734,2666.815,2.168,2.296,1.26,474.0,8.029,8877.0,150.362,293.0,4.963,4832.0,81.846,194863984.0,490883.0,3289.38,8.286,435882.0,7.358,0.1494,6.7,tests performed,135415276.0,50746775.0,47723394.0,38453167.0,64647.0,58526.0,229.37,85.96,80.84,65.13,991.0,3209.0,0.005,43.68,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
806,ITA,Europe,Italy,2022-03-19,13724411.0,78577.0,65136.0,157607.0,165.0,136.857,232469.49,1330.968,1103.299,2669.61,2.795,2.318,1.23,471.0,7.978,8790.0,148.888,309.0,5.234,4925.0,83.422,195342035.0,478051.0,3297.45,8.07,444492.0,7.503,0.1533,6.5,tests performed,135475800.0,50750063.0,47732109.0,38501690.0,60524.0,56031.0,229.47,85.96,80.85,65.22,949.0,3093.0,0.005,43.68,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
807,ITA,Europe,Italy,2022-03-20,13800179.0,75768.0,68150.143,157692.0,85.0,130.0,233752.878,1283.388,1154.354,2671.049,1.44,2.202,1.2,467.0,7.91,8897.0,150.701,297.0,5.031,4952.0,83.879,195712501.0,370466.0,3303.704,6.254,450269.0,7.601,0.155,6.5,tests performed,135491085.0,50750953.0,47734599.0,38513595.0,15285.0,54755.0,229.5,85.96,80.85,65.24,927.0,3022.0,0.005,43.68,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,179598.19,12.35,6.79,3042.105
808,ITA,Europe,Italy,2022-03-21,13861743.0,61564.0,69790.857,157785.0,93.0,131.0,234795.674,1042.795,1182.145,2672.625,1.575,2.219,1.17,463.0,7.842,9191.0,155.681,296.0,5.014,5096.0,86.318,195930717.0,218216.0,3307.387,3.684,452175.0,7.633,0.1555,6.4,tests performed,135543289.0,50753496.0,47741921.0,38555935.0,52204.0,53295.0,229.59,85.97,80.87,65.31,903.0,2897.0,0.005,43.67,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
809,ITA,Europe,Italy,2022-03-22,13895188.0,33445.0,70326.143,157904.0,119.0,129.571,235362.178,566.505,1191.212,2674.64,2.016,2.195,1.15,455.0,7.707,9424.0,159.627,292.0,4.946,5108.0,86.521,196572613.0,641896.0,3318.223,10.835,460015.0,7.765,0.1561,6.4,tests performed,135593828.0,50755907.0,47750139.0,38595846.0,50539.0,51447.0,229.67,85.97,80.88,65.38,871.0,2737.0,0.005,43.67,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
